4-29-2025 17:29:19-log: Cannot access game frame or container.
4-29-2025 17:29:19-debug: asset-db:require-engine-code (1377ms)
4-29-2025 17:29:19-log: meshopt wasm decoder initialized
4-29-2025 17:29:20-log: [box2d]:box2d wasm lib loaded.
4-29-2025 17:29:20-log: [bullet]:bullet wasm lib loaded.
4-29-2025 17:29:20-log: Cocos Creator v3.8.6
4-29-2025 17:29:20-log: Forward render pipeline initialized.
4-29-2025 17:29:20-debug: [Assets Memory track]: asset-db:worker-init: initEngine start:31.50MB, end 80.00MB, increase: 48.49MB
4-29-2025 17:29:20-log: Using legacy pipeline
4-29-2025 17:29:20-debug: [Assets Memory track]: asset-db-plugin-register: programming start:80.84MB, end 83.83MB, increase: 2.99MB
4-29-2025 17:29:22-debug: [Assets Memory track]: asset-db-plugin-register: project start:80.69MB, end 228.40MB, increase: 147.70MB
4-29-2025 17:29:22-debug: [Assets Memory track]: asset-db-plugin-register: engine-extends start:225.02MB, end 228.20MB, increase: 3.18MB
4-29-2025 17:29:22-debug: [Assets Memory track]: asset-db-plugin-register: builder start:83.87MB, end 224.77MB, increase: 140.91MB
4-29-2025 17:29:22-debug: [Assets Memory track]: asset-db:worker-init: initPlugin start:80.02MB, end 228.43MB, increase: 148.41MB
4-29-2025 17:29:22-debug: asset-db:worker-init: initPlugin (2328ms)
4-29-2025 17:29:22-debug: [Assets Memory track]: asset-db:worker-init start:31.49MB, end 228.53MB, increase: 197.04MB
4-29-2025 17:29:22-debug: Run asset db hook programming:beforePreStart ...
4-29-2025 17:29:22-debug: Run asset db hook engine-extends:beforePreStart ...
4-29-2025 17:29:22-debug: Run asset db hook engine-extends:beforePreStart success!
4-29-2025 17:29:26-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.6\resources\resources\3d\engine\editor\assets\chunksbackground: #aaff85; color: #000;color: #000;
4-29-2025 17:29:26-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.6\resources\resources\3d\engine\editor\assets\default-terrainbackground: #aaff85; color: #000;color: #000;
4-29-2025 17:29:26-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.6\resources\resources\3d\engine\editor\assets\default_cubemapbackground: #aaff85; color: #000;color: #000;
4-29-2025 17:29:26-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.6\resources\resources\3d\engine\editor\assets\default_file_contentbackground: #aaff85; color: #000;color: #000;
4-29-2025 17:29:22-debug: Run asset db hook programming:beforePreStart success!
4-29-2025 17:29:26-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.6\resources\resources\3d\engine\editor\assets\default_fontsbackground: #aaff85; color: #000;color: #000;
4-29-2025 17:29:26-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.6\resources\resources\3d\engine\editor\assets\default_prefabbackground: #aaff85; color: #000;color: #000;
4-29-2025 17:29:26-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.6\resources\resources\3d\engine\editor\assets\default_materialsbackground: #aaff85; color: #000;color: #000;
4-29-2025 17:29:26-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.6\resources\resources\3d\engine\editor\assets\default_skyboxbackground: #aaff85; color: #000;color: #000;
4-29-2025 17:29:26-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.6\resources\resources\3d\engine\editor\assets\default_renderpipelinebackground: #aaff85; color: #000;color: #000;
4-29-2025 17:29:26-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.6\resources\resources\3d\engine\editor\assets\default_uibackground: #aaff85; color: #000;color: #000;
4-29-2025 17:29:26-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.6\resources\resources\3d\engine\editor\assets\effectsbackground: #aaff85; color: #000;color: #000;
4-29-2025 17:29:26-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.6\resources\resources\3d\engine\editor\assets\dependenciesbackground: #aaff85; color: #000;color: #000;
4-29-2025 17:29:26-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.6\resources\resources\3d\engine\editor\assets\gizmobackground: #aaff85; color: #000;color: #000;
4-29-2025 17:29:26-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.6\resources\resources\3d\engine\editor\assets\physicsbackground: #aaff85; color: #000;color: #000;
4-29-2025 17:29:26-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.6\resources\resources\3d\engine\editor\assets\toolsbackground: #aaff85; color: #000;color: #000;
4-29-2025 17:29:26-debug: asset-db:worker-init (7666ms)
4-29-2025 17:29:26-debug: asset-db-hook-programming-beforePreStart (3794ms)
4-29-2025 17:29:26-debug: asset-db-hook-engine-extends-beforePreStart (3792ms)
4-29-2025 17:29:26-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.6\resources\resources\3d\engine\editor\assets\chunks\builtinbackground: #aaff85; color: #000;color: #000;
4-29-2025 17:29:26-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.6\resources\resources\3d\engine\editor\assets\chunks\legacybackground: #aaff85; color: #000;color: #000;
